width,height,n_tribes,n_agents,n_heaps,vision_radius,step_count,alpha,trade_percentage,spice_movement_bias,tribe_movement_bias,spice_threshold
19.70132558606565,70.53066763095558,3.189735062420368,191.22655247338116,22.835477402433753,8.76323557831347,172.7495303377509,0.4671602314338088,0.7295350329950452,0.6148830242455006,0.8791769584640861,0.4174002278596163
164.6616963017732,70.53066763095558,3.189735062420368,191.22655247338116,22.835477402433753,8.76323557831347,172.7495303377509,0.4671602314338088,0.7295350329950452,0.6148830242455006,0.8791769584640861,0.4174002278596163
19.70132558606565,49.274996891617775,3.189735062420368,191.22655247338116,22.835477402433753,8.76323557831347,172.7495303377509,0.4671602314338088,0.7295350329950452,0.6148830242455006,0.8791769584640861,0.4174002278596163
19.70132558606565,70.53066763095558,9.123004913330078,191.22655247338116,22.835477402433753,8.76323557831347,172.7495303377509,0.4671602314338088,0.7295350329950452,0.6148830242455006,0.8791769584640861,0.4174002278596163
19.70132558606565,70.53066763095558,3.189735062420368,115.4371637199074,22.835477402433753,8.76323557831347,172.7495303377509,0.4671602314338088,0.7295350329950452,0.6148830242455006,0.8791769584640861,0.4174002278596163
19.70132558606565,70.53066763095558,3.189735062420368,191.22655247338116,14.05979511141777,8.76323557831347,172.7495303377509,0.4671602314338088,0.7295350329950452,0.6148830242455006,0.8791769584640861,0.4174002278596163
19.70132558606565,70.53066763095558,3.189735062420368,191.22655247338116,22.835477402433753,7.825476784259081,172.7495303377509,0.4671602314338088,0.7295350329950452,0.6148830242455006,0.8791769584640861,0.4174002278596163
19.70132558606565,70.53066763095558,3.189735062420368,191.22655247338116,22.835477402433753,8.76323557831347,232.30161545798182,0.4671602314338088,0.7295350329950452,0.6148830242455006,0.8791769584640861,0.4174002278596163
19.70132558606565,70.53066763095558,3.189735062420368,191.22655247338116,22.835477402433753,8.76323557831347,172.7495303377509,0.42649372946470976,0.7295350329950452,0.6148830242455006,0.8791769584640861,0.4174002278596163
19.70132558606565,70.53066763095558,3.189735062420368,191.22655247338116,22.835477402433753,8.76323557831347,172.7495303377509,0.4671602314338088,0.5497193019837141,0.6148830242455006,0.8791769584640861,0.4174002278596163
19.70132558606565,70.53066763095558,3.189735062420368,191.22655247338116,22.835477402433753,8.76323557831347,172.7495303377509,0.4671602314338088,0.7295350329950452,0.5124286888167262,0.8791769584640861,0.4174002278596163
19.70132558606565,70.53066763095558,3.189735062420368,191.22655247338116,22.835477402433753,8.76323557831347,172.7495303377509,0.4671602314338088,0.7295350329950452,0.6148830242455006,0.3365929080173373,0.4174002278596163
19.70132558606565,70.53066763095558,3.189735062420368,191.22655247338116,22.835477402433753,8.76323557831347,172.7495303377509,0.4671602314338088,0.7295350329950452,0.6148830242455006,0.8791769584640861,0.43347499147057533
19.70132558606565,49.274996891617775,9.123004913330078,115.4371637199074,14.05979511141777,7.825476784259081,232.30161545798182,0.42649372946470976,0.5497193019837141,0.5124286888167262,0.3365929080173373,0.43347499147057533
164.6616963017732,70.53066763095558,9.123004913330078,115.4371637199074,14.05979511141777,7.825476784259081,232.30161545798182,0.42649372946470976,0.5497193019837141,0.5124286888167262,0.3365929080173373,0.43347499147057533
164.6616963017732,49.274996891617775,3.189735062420368,115.4371637199074,14.05979511141777,7.825476784259081,232.30161545798182,0.42649372946470976,0.5497193019837141,0.5124286888167262,0.3365929080173373,0.43347499147057533
164.6616963017732,49.274996891617775,9.123004913330078,191.22655247338116,14.05979511141777,7.825476784259081,232.30161545798182,0.42649372946470976,0.5497193019837141,0.5124286888167262,0.3365929080173373,0.43347499147057533
164.6616963017732,49.274996891617775,9.123004913330078,115.4371637199074,22.835477402433753,7.825476784259081,232.30161545798182,0.42649372946470976,0.5497193019837141,0.5124286888167262,0.3365929080173373,0.43347499147057533
164.6616963017732,49.274996891617775,9.123004913330078,115.4371637199074,14.05979511141777,8.76323557831347,232.30161545798182,0.42649372946470976,0.5497193019837141,0.5124286888167262,0.3365929080173373,0.43347499147057533
164.6616963017732,49.274996891617775,9.123004913330078,115.4371637199074,14.05979511141777,7.825476784259081,172.7495303377509,0.42649372946470976,0.5497193019837141,0.5124286888167262,0.3365929080173373,0.43347499147057533
164.6616963017732,49.274996891617775,9.123004913330078,115.4371637199074,14.05979511141777,7.825476784259081,232.30161545798182,0.4671602314338088,0.5497193019837141,0.5124286888167262,0.3365929080173373,0.43347499147057533
164.6616963017732,49.274996891617775,9.123004913330078,115.4371637199074,14.05979511141777,7.825476784259081,232.30161545798182,0.42649372946470976,0.7295350329950452,0.5124286888167262,0.3365929080173373,0.43347499147057533
164.6616963017732,49.274996891617775,9.123004913330078,115.4371637199074,14.05979511141777,7.825476784259081,232.30161545798182,0.42649372946470976,0.5497193019837141,0.6148830242455006,0.3365929080173373,0.43347499147057533
